"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases","deaths","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","year_week","hosp_occupancy","icu_occupancy","hosp_weekly_admission"
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-14,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W16",19264,3234,20.0923935008617
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-15,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W16",18560,3228,20.0923935008617
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-16,3,1,0,NA,2,1,3,1,0,NA,2,0,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,66.67,66.67,66.67,66.67,53.89,53.89,58.33,58.33,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W16",18286,3222,20.0923935008617
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-17,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W16",17330,3162,20.0923935008617
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-18,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W16",17470,3247,20.0923935008617
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-19,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W16",17482,3176,20.0923935008617
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-20,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,"2020/04/20",NA,2494524,0,0,16,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W17",17362,3130,15.9436765992201
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-21,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W17",17105,3036,15.9436765992201
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-22,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W17",16533,2964,15.9436765992201
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-23,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W17",15968,2867,15.9436765992201
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-24,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W17",15348,2703,15.9436765992201
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-25,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W17",14810,2702,15.9436765992201
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-26,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W17",14705,2580,15.9436765992201
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-27,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,"2020/04/27",NA,2494524,0,0,16,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W18",14800,2454,14.4252312088182
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-28,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W18",14125,2347,14.4252312088182
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-29,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W18",13865,2286,14.4252312088182
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-04-30,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W18",13490,2224,14.4252312088182
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-01,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W18",13065,2178,14.4252312088182
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-02,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W18",12780,2068,14.4252312088182
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-03,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W18",12623,2009,14.4252312088182
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-04,3,1,1,1,2,1,3,1,0,NA,2,0,2,1,4,0,NA,1,0,0,2,1,1,2,0,0,1,1,0,NA,NA,16,0,73.15,73.15,78.57,78.57,57.78,57.78,62.82,62.82,25,25,"2020/05/04",NA,2494524,0,0,14,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19",12509,1936,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-05,3,1,2,1,2,1,4,1,0,NA,2,0,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,68.52,68.52,75,75,56.67,56.67,61.54,61.54,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19",12167,1874,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-06,3,1,2,1,2,1,4,1,0,NA,2,0,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,68.52,68.52,75,75,56.67,56.67,61.54,61.54,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19",11697,1802,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-07,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19",11176,1685,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-08,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19",10703,1641,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-09,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19",10716,1585,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-10,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W19",10446,1538,11.3028153417961
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-11,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,"2020/05/11",NA,2494524,0,0,13,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20",10672,1485,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-12,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20",10355,1414,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-13,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20",10100,1342,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-14,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20",9713,1314,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-15,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20",9508,1302,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-16,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20",9116,1234,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-17,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W20",9135,1196,9.53979821361202
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-18,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,"2020/05/18",NA,2494524,0,0,5,0,16,0,16,16,6.41404933366045e-06,0,6.41404933366045e-06,6.41404933366045e-06,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21",9107,1141,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-19,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21",8926,1106,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-20,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,16,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21",8526,1034,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-21,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,18,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21",8281,1008,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-22,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,19,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,18,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21",8246,964,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-23,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,20,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,19,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21",7882,926,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-24,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,21,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,20,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W21",7885,886,8.08287086768291
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-25,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,21,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,"2020/05/25",NA,2494524,5,0,5,0,21,0,21,21,8.41843975042934e-06,2.00439041676889e-06,8.41843975042934e-06,8.41843975042934e-06,1,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22",7908,863,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-26,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,21,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22",7813,847,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-27,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,22,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22",7488,783,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-28,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,22,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22",7225,751,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-29,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,23,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22",6922,719,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-30,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,23,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,23,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22",6632,704,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-05-31,3,1,2,1,2,1,4,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,24,0,66.67,66.67,75,75,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W22",6599,679,6.63644660251745
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-06-01,3,1,2,1,1,1,3,1,0,NA,1,1,0,NA,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,25,0,58.33,58.33,72.14,72.14,50.56,50.56,54.49,54.49,25,25,"2020/06/01",NA,2494524,3,0,8,0,24,0,24,24,9.62107400049067e-06,1.20263425006133e-06,9.62107400049067e-06,9.62107400049067e-06,1,0,24,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W23",6647,652,5.63565304975255
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-06-02,3,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,2,1,0,NA,NA,25,0,66.67,66.67,74.52,74.52,55.56,55.56,60.26,60.26,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W23",6462,636,5.63565304975255
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-06-03,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,25,0,62.96,62.96,70.95,70.95,55,55,59.62,59.62,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W23",6266,602,5.63565304975255
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-06-04,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,25,0,62.96,62.96,70.95,70.95,55,55,59.62,59.62,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W23",6007,571,5.63565304975255
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-06-05,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,25,0,62.96,62.96,70.95,70.95,55,55,59.62,59.62,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W23",5852,554,5.63565304975255
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-06-06,2,1,2,1,1,1,3,1,0,NA,1,1,2,0,4,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,29,0,62.96,62.96,70.95,70.95,55,55,59.62,59.62,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W23",5642,540,5.63565304975255
