"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","hosp_year_week","hosp_date","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy","hosp_hosp_weekly_admission"
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-07-30,2,1,2,0,1,1,2,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2052,10,50,50,54.76,54.76,47.22,47.22,50.64,50.64,25,25,66,1,75.7142857142857,0.428571428571429,-3,0,-7.71428571428572,0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-07-30",2052,66,75.714,10,1,0.429,807.583,25.975,29.798,3.936,0.394,0.169,1.23,NA,NA,NA,NA,NA,NA,NA,NA,773,25625,10.085,0.304,835,0.329,0.091,11,"samples tested",NA,NA,50,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/30",NA,2494524,66,1,2052,10,1202.721094967,988.351214521248,1463.58704378111,127.843019838768,883.2916925794,1021.12357721581,0.000482144527359528,0.000396208340557657,0.000586719968932392,5.12494647631242e-05,0.000354092280763544,0.000409346062501629,"2020-W31","2020-07-30",NA,"United Kingdom",1244,84,1.26036969163795
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-07-31,2,1,2,0,1,1,2,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2129,10,50,50,54.76,54.76,47.22,47.22,50.64,50.64,25,25,77,0,73,0.428571428571429,11,-1,-2.71428571428571,0,2494524,NA,"NAM","Africa","Namibia","2020-07-31",2129,77,73,10,0,0.429,837.887,30.304,28.73,3.936,0,0.169,1.23,NA,NA,NA,NA,NA,NA,NA,NA,636,26261,10.335,0.25,880,0.346,0.083,12.1,"samples tested",NA,NA,50,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/31",NA,2494524,77,0,2129,10,1185.18402289372,973.861618363469,1442.36218127481,0,785.314658784227,1021.12357721581,0.000475114299519156,0.000390399779021356,0.00057821138673142,0,0.000314815435243047,0.000409346062501629,"2020-W31","2020-07-31",NA,"United Kingdom",1195,86,1.26036969163795
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-01,2,1,2,0,1,1,2,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2224,11,50,50,54.76,54.76,47.22,47.22,50.64,50.64,25,25,95,1,76.7142857142857,0.571428571428571,18,1,3.71428571428571,0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-01",2224,95,76.714,11,1,0.571,875.275,37.388,30.192,4.329,0.394,0.225,1.23,NA,NA,NA,NA,NA,NA,NA,NA,83,26344,10.368,0.033,780,0.307,0.098,10.2,"samples tested",NA,NA,50,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/01",NA,2494524,95,1,2224,11,1296.38793363269,1084.31057426675,1549.94492754526,76.129766592408,684.917343440736,1001.28513176564,0.000519693510117636,0.000434676344772288,0.000621338951858253,3.0518754917735e-05,0.000274568351894284,0.000401393264512846,"2020-W31","2020-08-01",NA,"United Kingdom",1212,92,1.26036969163795
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-02,2,1,2,0,1,1,2,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2294,11,50,50,54.76,54.76,47.22,47.22,50.64,50.64,25,25,70,0,74.1428571428571,0.428571428571429,-25,-1,-2.57142857142857,-0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-02",2294,70,74.143,11,0,0.429,902.824,27.549,29.18,4.329,0,0.169,1.23,NA,NA,NA,NA,NA,NA,NA,NA,1374,27718,10.909,0.541,845,0.333,0.088,11.4,"samples tested",NA,NA,50,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/02",NA,2494524,70,0,2294,11,1275.09955025194,1066.43333487634,1524.59493704896,0,299.864732325855,959.421459171808,0.000511159463790263,0.000427509751309804,0.000611176696255062,0,0.000120209199160183,0.000384611035681279,"2020-W31","2020-08-02",NA,"United Kingdom",1168,81,1.26036969163795
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-03,2,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2406,12,48.61,48.61,54.76,54.76,46.39,46.39,49.68,49.68,25,25,112,1,80.4285714285714,0.571428571428571,42,1,6.28571428571429,0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-03",2406,112,80.429,12,1,0.571,946.903,44.079,31.653,4.723,0.394,0.225,1.23,NA,NA,NA,NA,NA,NA,NA,NA,796,28514,11.222,0.313,768,0.302,0.105,9.5,"samples tested",NA,NA,48.61,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,"2020/08/03",NA,2494524,519,3,2262,11,2294,11,2278,2283,0.000919614323213567,0.000208055725260611,0.000913200273879907,0.000915204664296675,"2020/08/03",NA,2494524,112,1,2406,12,1393.13397552866,1182.50842702584,1641.27563864701,110.531802661789,410.396534987644,1069.9532618336,0.00055847687796496,0.000474041711775808,0.000657951432276061,4.43097772006959e-05,0.000164518976360879,0.000428920812881975,"2020-W32","2020-08-03",NA,"United Kingdom",1168,77,1.25436793120158
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-04,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2470,12,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,64,0,79,0.571428571428571,-48,-1,-1.42857142857143,0,2494524,NA,"NAM","Africa","Namibia","2020-08-04",2470,64,79,12,0,0.571,972.09,25.188,31.091,4.723,0,0.225,1.23,NA,NA,NA,NA,NA,NA,NA,NA,719,29233,11.505,0.283,701,0.276,0.113,8.9,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/04",NA,2494524,64,0,2470,12,1367.26817019312,1160.48671487619,1610.89500229451,0,410.396534987644,1069.9532618336,0.000548107843497643,0.00046521369001709,0.000645772501004003,0,0.000164518976360879,0.000428920812881975,"2020-W32","2020-08-04",NA,"United Kingdom",1138,76,1.25436793120158
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-05,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2540,12,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,70,0,79.1428571428571,0.428571428571429,6,0,0.142857142857139,-0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-05",2540,70,79.143,12,0,0.429,999.64,27.549,31.147,4.723,0,0.169,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,0.301,0.104,9.7,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/05",NA,2494524,70,0,2540,12,1345.43817224679,1141.896615793,1585.26074103624,0,410.396534987644,1069.9532618336,0.000539356675761303,0.000457761326727262,0.000635496287482599,0,0.000164518976360879,0.000428920812881975,"2020-W32","2020-08-05",NA,"United Kingdom",1114,73,1.25436793120158
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-06,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2652,15,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,112,3,85.7142857142857,0.714285714285714,42,3,6.57142857142857,0.285714285714286,2494524,NA,"NAM","Africa","Namibia","2020-08-06",2652,112,85.714,15,3,0.714,1043.718,44.079,33.734,5.903,1.181,0.281,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,31172,12.268,NA,792,0.312,0.108,9.2,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/06",NA,2494524,112,3,2652,15,1682.66374583156,1475.45457986709,1918.97285092365,227.222095607874,637.618630595518,1199.1983236463,0.000674543017357845,0.000591477404052671,0.000769274158486209,9.10883581829135e-05,0.000255607334543792,0.000480732325544392,"2020-W32","2020-08-06",NA,"United Kingdom",1082,69,1.25436793120158
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-07,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2802,16,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,150,1,96.1428571428571,0.857142857142857,38,-2,10.4285714285714,0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-07",2802,150,96.143,16,1,0.857,1102.752,59.034,37.838,6.297,0.394,0.337,1.24,NA,NA,NA,NA,NA,NA,NA,NA,1197,32369,12.739,0.471,873,0.344,0.11,9.1,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/07",NA,2494524,150,1,2802,16,1819.47952913591,1608.42979117076,2058.22210898927,202.87476930684,840.493399902358,1225.54601101724,0.000729389466341439,0.00064478425189365,0.000825096134167988,8.1328048680566e-05,0.000336935383224358,0.000491294535958459,"2020-W32","2020-08-07",NA,"United Kingdom",1014,67,1.25436793120158
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-08,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2802,16,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,0,0,82.5714285714286,0.714285714285714,-150,-1,-13.5714285714286,-0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-08",2802,0,82.571,16,0,0.714,1102.752,0,32.497,6.297,0,0.281,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,0.384,0.085,11.8,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/08",NA,2494524,0,0,2802,16,1746.22054851889,1543.60105760873,1975.43671600834,0,840.493399902358,840.493399902358,0.000700021546603234,0.000618795833437053,0.000791909284500106,0,0.000336935383224358,0.000336935383224358,"2020-W32","2020-08-08",NA,"United Kingdom",935,62,1.25436793120158
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-09,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2949,19,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,147,3,93.5714285714286,1.14285714285714,147,3,11,0.428571428571428,2494524,NA,"NAM","Africa","Namibia","2020-08-09",2949,147,93.571,19,3,1.143,1160.605,57.853,36.826,7.478,1.181,0.45,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,33985,13.375,NA,895,0.352,0.105,9.6,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/09",NA,2494524,147,3,2949,19,2095.70388422289,1888.63428184664,2325.47656926601,202.96537446995,1043.45877437231,1043.45877437231,0.000840121756384339,0.000757112091062919,0.000932232589971479,8.13643703046953e-05,0.000418299753529053,0.000418299753529053,"2020-W32","2020-08-09",NA,"United Kingdom",910,65,1.25436793120158
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-10,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3101,19,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,152,0,99.2857142857143,1,5,-3,5.71428571428572,-0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-10",3101,152,99.286,19,0,1,1220.426,59.821,39.075,7.478,0,0.394,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1190,35175,13.843,0.468,952,0.375,0.104,9.6,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,"2020/08/10",NA,2494524,655,8,2894,19,2949,19,2933,2933,0.00118218946781029,0.000262575144596725,0.00117577541847663,0.00117577541847663,"2020/08/10",NA,2494524,152,0,3101,19,2118.90878266359,1909.47158649254,2351.31774728109,96.4638790577239,1044.03070753535,1139.92265343003,0.000849424091595665,0.000765465309811626,0.000942591751885766,3.8670254949531e-05,0.000418529028999261,0.000456970008478584,"2020-W33","2020-08-10",NA,"United Kingdom",1013,70,1.05781027691042
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-11,3,1,2,0,1,1,2,0,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3229,19,52.31,52.31,58.33,58.33,48.61,48.61,52.24,52.24,25,25,128,0,108.428571428571,1,-24,0,9.14285714285714,0,2494524,NA,"NAM","Africa","Namibia","2020-08-11",3229,128,108.429,19,0,1,1270.802,50.376,42.673,7.478,0,0.394,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1112,36287,14.281,0.438,1008,0.397,0.108,9.3,"samples tested",NA,NA,52.31,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/11",NA,2494524,128,0,3229,19,2121.8692407091,1912.06840401254,2354.69037886884,2.9604580455175,919.148145742102,1142.88311147555,0.000850610874342802,0.000766506317041864,0.000943943765972523,1.18678274713633e-06,0.000368466346983273,0.000458156791225721,"2020-W33","2020-08-11",NA,"United Kingdom",966,73,1.05781027691042
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-12,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3406,22,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,177,3,123.714285714286,1.42857142857143,49,3,15.2857142857143,0.428571428571429,2494524,NA,"NAM","Africa","Namibia","2020-08-12",3406,177,123.714,22,3,1.429,1340.461,69.66,48.689,8.658,1.181,0.562,1.25,NA,NA,NA,NA,NA,NA,NA,NA,456,36743,14.461,0.179,934,0.368,0.132,7.5,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/12",NA,2494524,177,3,3406,22,2491.30667100126,2276.6977100865,2726.14537339679,369.437430292156,1288.58557603426,1512.32054176771,0.000998710243317466,0.00091267821439541,0.00109285193223108,0.000148099368974665,0.000516565715957938,0.000606256160200385,"2020-W33","2020-08-12",NA,"United Kingdom",938,80,1.05781027691042
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-13,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3544,27,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,138,5,127.428571428571,1.71428571428571,-39,2,3.71428571428572,0.285714285714286,2494524,NA,"NAM","Africa","Namibia","2020-08-13",3544,138,127.429,27,5,1.714,1394.773,54.311,50.151,10.626,1.968,0.675,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1054,37797,14.875,0.415,946,0.372,0.135,7.4,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/13",NA,2494524,138,5,3544,27,3056.29046451188,2839.37411161541,3289.77832306568,564.983793510621,1777.43960295247,2077.30433527833,0.00122519986358595,0.00113824285178872,0.00131880002880938,0.000226489620268485,0.000712536581308687,0.00083274578046887,"2020-W33","2020-08-13",NA,"United Kingdom",946,75,1.05781027691042
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-14,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3726,31,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,182,4,132,2.14285714285714,44,-1,4.57142857142857,0.428571428571429,2494524,NA,"NAM","Africa","Namibia","2020-08-14",3726,182,132,31,4,2.143,1466.4,71.628,51.95,12.2,1.574,0.843,1.25,NA,NA,NA,NA,NA,NA,NA,NA,946,38743,15.248,0.372,911,0.359,0.145,6.9,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/14",NA,2494524,182,4,3726,31,3541.37549449197,3320.87852399127,3776.51284212443,485.085029980091,2262.52463293256,2562.38936525842,0.00141965982066798,0.00133126741774834,0.00151392122991177,0.000194459957082029,0.000906996538390716,0.0010272057375509,"2020-W33","2020-08-14",NA,"United Kingdom",934,73,1.05781027691042
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-15,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,3907,35,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,181,4,157.857142857143,2.71428571428571,-1,0,25.8571428571429,0.571428571428572,2494524,NA,"NAM","Africa","Namibia","2020-08-15",3907,181,157.857,35,4,2.714,1537.634,71.234,62.126,13.775,1.574,1.068,1.24,NA,NA,NA,NA,NA,NA,NA,NA,1654,40397,15.899,0.651,1031,0.406,0.153,6.5,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/15",NA,2494524,181,4,3907,35,4021.85443303026,3798.66260627269,4258.15997813942,480.478938538287,2632.47176880906,3042.86830379671,0.00161227329664107,0.00152280058491026,0.00170700301065029,0.000192613475973086,0.00105530023716311,0.00121981921352398,"2020-W33","2020-08-15",NA,"United Kingdom",913,76,1.05781027691042
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-16,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,4154,35,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,247,0,172.142857142857,2.28571428571429,66,-4,14.2857142857143,-0.428571428571429,2494524,NA,"NAM","Africa","Namibia","2020-08-16",4154,247,172.143,35,0,2.286,1634.843,97.209,67.748,13.775,0,0.9,1.24,NA,NA,NA,NA,NA,NA,NA,NA,749,41146,16.193,0.295,1023,0.403,0.168,5.9,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/16",NA,2494524,247,0,4154,35,4098.92544576104,3871.32956692061,4339.90171063417,77.0710127307848,2709.54278153985,3024.04737063281,0.00164316937650672,0.00155193117681794,0.00173977147970281,3.08960798656516e-05,0.00108619631702876,0.00121227431391031,"2020-W33","2020-08-16",NA,"United Kingdom",918,78,1.05781027691042
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-17,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,4344,36,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,190,1,177.571428571429,2.42857142857143,-57,1,5.42857142857144,0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-17",4344,190,177.571,36,1,2.429,1709.62,74.776,69.885,14.168,0.394,0.956,1.23,NA,NA,NA,NA,NA,NA,NA,NA,721,41867,16.477,0.284,956,0.376,0.186,5.4,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,"2020/08/17",NA,2494524,1205,16,3971,35,4154,35,4133,4138,0.00166524755825159,0.000483058090441303,0.00165682911850116,0.00165883350891793,"2020/08/17",NA,2494524,190,1,4344,36,4221.75827990418,3993.42001626686,4463.15261138024,122.832834143141,2832.37561568299,3019.03718493718,0.00169241036763093,0.00160087456214767,0.00178918006456552,4.92409911242147e-05,0.00113543730815297,0.0012102658402714,"2020-W34","2020-08-17",NA,"United Kingdom",921,73,1.02930191483766
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-18,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,4464,37,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,120,1,176.428571428571,2.57142857142857,-70,0,-1.14285714285717,0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-18",4464,120,176.429,37,1,2.571,1756.847,47.227,69.435,14.562,0.394,1.012,1.22,NA,NA,NA,NA,NA,NA,NA,NA,1078,42945,16.901,0.424,951,0.374,0.186,5.4,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/18",NA,2494524,120,1,4464,37,4264.48981255609,4039.65115219789,4501.84252952141,42.7315326519038,2647.88505272702,3061.76871758909,0.0017095405025392,0.00161940761131097,0.00180469000479507,1.71301349082646e-05,0.00106147908487832,0.00122739597517967,"2020-W34","2020-08-18",NA,"United Kingdom",894,73,1.02930191483766
"Namibia","NAM",NA,NA,"NAT_TOTAL",2020-08-19,3,1,2,1,2,1,3,1,0,NA,1,1,2,0,1,0,NA,1,0,0,2,1,1,2,0,0,3,1,0,NA,NA,4665,39,63.89,63.89,66.67,66.67,55.56,55.56,60.26,60.26,25,25,201,2,179.857142857143,2.42857142857143,81,1,3.42857142857144,-0.142857142857143,2494524,NA,"NAM","Africa","Namibia","2020-08-19",4665,201,179.857,39,2,2.429,1835.952,79.105,70.784,15.349,0.787,0.956,1.21,NA,NA,NA,NA,NA,NA,NA,NA,1045,43990,17.313,0.411,1035,0.407,0.174,5.8,"samples tested",NA,NA,63.89,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/19",NA,2494524,201,2,4665,39,4491.31490225395,4265.96070499477,4728.57368976472,226.825089697865,2671.83537311804,3212.46404069454,0.00180046970975383,0.00171013015108083,0.00189558155774999,9.0929207214629e-05,0.00107108024341239,0.00128780642747656,"2020-W34","2020-08-19",NA,"United Kingdom",870,70,1.02930191483766
