,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
ccfr_population,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
ccfr_cases,0.0023110433816802573,0.03818622681455529,0.03818622681455529,0.0014703208694376866,0.0023997304342793604,0.03818622681455529,0.002453117890627102,0.003689487132969294,0.003561608438802642,0.03818622681455529,0.001495714744590339,0.03818622681455529,0.003286214258109983,0.0028165584868522255,0.002470905237331782,0.0038218485268808684,0.001495714744590339,0.03818622681455529,0.003286214258109983,0.0028165584868522255,0.002470905237331782,0.0038218485268808684,0.0017895216413829696,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.03818622681455529,0.00047380179849027085,0.0003352596200210975,0.000977075533712252,0.000559271493080313,0.0008226121202558599,0.00038103324047335517,0.0008342655630995736,0.0008342655630995736,0.0008226121202558599,0.00047380179849027085,0.0008342655630995736,0.0008342655630995736,0.03818622681455529,0.03818622681455529,0.0029609094634904442,0.0018019361110938375,0.0027211519938651852,0.0020972590520108537,0.002471102126536341,0.00528635377947566,2.3309446835993763e-05,0.0002843560617646623,0.001040977837544694,0.0020972590520108537,0.002471102126536341,0.00528635377947566,2.3309446835993763e-05,0.0002843560617646623,0.001040977837544694
ccfr_deaths,0.0003701393424267625,0.026844992885974084,0.026844992885974084,0.00035644964083089654,0.0008002881293372489,0.0017245467231457134,0.026844992885974084,0.000898300637459518,0.003722542468389153,0.026844992885974084,0.0005393656402130176,0.0016508705613933468,0.0009748699351503549,0.0014760171707272594,0.026844992885974084,0.0034466539826337383,0.0005393656402130176,0.0016508705613933468,0.0009748699351503549,0.0014760171707272594,0.026844992885974084,0.0034466539826337383,0.0005295302608706901,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.026844992885974084,0.0020815252019902924,0.026844992885974084,0.0004492449847015681,0.0007744116762730146,0.0007597070548787507,0.0010451560398630714,0.0008436810314249592,1.286396657643986e-05,8.865189946989971e-05,9.880123742324306e-05,0.0007597070548787507,0.0010451560398630714,0.0008436810314249592,1.286396657643986e-05,8.865189946989971e-05,9.880123742324306e-05
ccfr_cum_cases,0.01831890288181369,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.014553406653317082,0.0010837485075428344,0.0003737300568029148,0.005746024419312796,0.0023398980964775416,0.02814641836294792,0.02814641836294792,0.0011081441365111589,0.004787168020418674,0.009659580766539748,0.0004893421755713274,0.002944736187817759,0.02814641836294792,0.0011081441365111589,0.004787168020418674,0.009659580766539748,0.0004893421755713274,0.002944736187817759,0.01875280452052883,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.02814641836294792,0.0016699768644970303,0.004723263318439492,0.009716893006456864,0.012622882911898685,0.02814641836294792,0.014771299023494307,0.013777114928440179,0.012224962285756667,0.02814641836294792,0.0016699768644970303,0.013777114928440179,0.012224962285756667,0.02814641836294792,0.001328176462483551,0.000471024050577157,0.02814641836294792,0.014944624385424828,0.010982585841973353,0.012172342771723004,0.0030830438877908197,4.1339223142978296e-05,0.0005087597390167388,0.0007741253051922609,0.010982585841973353,0.012172342771723004,0.0030830438877908197,4.1339223142978296e-05,0.0005087597390167388,0.0007741253051922609
ccfr_cum_deaths,0.01704123705328389,0.028021622589445988,0.028021622589445988,0.01448887966388031,0.028021622589445988,0.0017609579724214154,0.0008353651654278847,0.008127607218429719,0.005074556733719425,0.028021622589445988,0.010173785356930755,0.0019030643921000591,0.004312819924809226,0.028021622589445988,0.001479647161539023,0.008253317414930735,0.010173785356930755,0.0019030643921000591,0.004312819924809226,0.028021622589445988,0.001479647161539023,0.008253317414930735,0.005172215501575,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.028021622589445988,0.007880921869469648,0.006869456959827189,0.006584751021012518,0.010409341648011775,0.014705805941444054,0.028021622589445988,0.009288487921304718,0.01293855793725147,0.014705805941444054,0.007880921869469648,0.009288487921304718,0.01293855793725147,0.028021622589445988,0.0019968219052096644,0.0008083545342535947,0.014878362812253227,0.028021622589445988,0.010715537454204184,0.009995890123723459,0.003822586331757456,0.00019917333268934154,0.002662298353849508,0.004373870021268756,0.010715537454204184,0.009995890123723459,0.003822586331757456,0.00019917333268934154,0.002662298353849508,0.004373870021268756
ccfr_cases_infected,0.011491218345423155,0.03067078875752101,0.03067078875752101,0.011982039741027841,0.011742559633427687,0.0016812200772406533,0.0008686809700716594,0.005958654530646195,0.005203930375721711,0.03067078875752101,0.011982039741027841,0.0016812200772406533,0.005722401981315068,0.010681543184054364,0.0013350924611892781,0.004856903425537414,0.011982039741027841,0.0016812200772406533,0.005722401981315068,0.010681543184054364,0.0013350924611892781,0.004856903425537414,0.011615655098260853,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.00198925922090871,0.007216431202660794,0.0016547120803740568,0.004859764161691617,0.01521478020071572,0.019508646388159176,0.007555677813574989,0.01326797141429602,0.01521478020071572,0.00198925922090871,0.007555677813574989,0.01326797141429602,0.03067078875752101,0.0016844971268411709,0.0008679761882134357,0.011967582021516794,0.01172858511787196,0.03067078875752101,0.01869537328234177,0.006040634590597113,8.523741711114442e-05,0.0016269406437225485,0.0018701716840619084,0.03067078875752101,0.01869537328234177,0.006040634590597113,8.523741711114442e-05,0.0016269406437225485,0.0018701716840619084
ccfr_cases_infected_low,0.009309761990407804,0.029662639458358668,0.029662639458358668,0.012835714780321266,0.010587603176806631,0.0019172152426249571,0.001156594507163928,0.005787065166403673,0.005153202112401353,0.029662639458358668,0.012835714780321266,0.0019172152426249571,0.005510005623803779,0.01181421661406536,0.0010559051063770092,0.005115271067313589,0.012835714780321266,0.0019172152426249571,0.005510005623803779,0.01181421661406536,0.0010559051063770092,0.005115271067313589,0.011355937558599693,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.003819550933627032,0.006082589561908466,0.008343161808942979,0.011898724279599295,0.017992521752906828,0.01660534924180246,0.010452982613096963,0.01152882035012658,0.017992521752906828,0.003819550933627032,0.010452982613096963,0.01152882035012658,0.029662639458358668,0.0019195248538222069,0.0011548554667109685,0.012828055433031003,0.010581274651706003,0.0180808560744154,0.029662639458358668,0.004809285447925943,0.00030659642551170873,0.0018831395599846893,0.0028305694498271614,0.0180808560744154,0.029662639458358668,0.004809285447925943,0.00030659642551170873,0.0018831395599846893,0.0028305694498271614
ccfr_cases_infected_high,0.0023793739947755082,0.03524118403712339,0.03524118403712339,0.003865909918714057,0.004803451491020979,0.004878676384294506,0.0011057877362803616,0.0033114289993157542,0.007947502774165692,0.03524118403712339,0.003865909918714057,0.004878676384294506,0.0033114289993157542,0.004803451491020979,0.0011057877362803616,0.006197786060309534,0.003865909918714057,0.004878676384294506,0.0033114289993157542,0.004803451491020979,0.0011057877362803616,0.006197786060309534,0.010980714360292208,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.008512431303399317,0.008169132870282871,0.01031162402685391,0.00951008850078677,0.008114215811670466,0.007972899888997489,0.004365665255419198,0.002186762294680356,0.008114215811670466,0.008512431303399317,0.004365665255419198,0.002186762294680356,0.03524118403712339,0.004878653430006714,0.0011075554619577326,0.003860175587640387,0.0048074471057216635,0.006940777330222547,0.0057137502478613105,0.03524118403712339,3.771020918237093e-05,0.0016622082810749618,0.005705203002643761,0.006940777330222547,0.0057137502478613105,0.03524118403712339,3.771020918237093e-05,0.0016622082810749618,0.005705203002643761
ccfr_cases_daily,6.672003279461823e-05,0.02829638341113842,0.02829638341113842,4.941696112874871e-05,0.00020889315716304176,1.9203494652303515e-05,1.4622411976843793e-05,3.670669054384614e-05,0.0006786302598399237,0.02829638341113842,0.00013854833428132227,3.0492419944816364e-05,7.212084843368452e-05,0.0004009078338528903,2.2024578064681932e-05,2.8322023701505203e-05,0.00013854833428132227,3.0492419944816364e-05,7.212084843368452e-05,0.0004009078338528903,2.2024578064681932e-05,2.8322023701505203e-05,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,1.7272537765407607e-05,1.3559464589211938e-05,4.155947989148721e-05,0.0002011262898521275,7.863868955638224e-05,0.00029247464713795567,3.0278850347779096e-05,0.02829638341113842,0.001850048844743699,0.001195577844914087,7.863868955638224e-05,0.00029247464713795567,3.0278850347779096e-05,0.02829638341113842,0.001850048844743699,0.001195577844914087
ccfr_cases_contagious,0.0010893864517303072,0.03741195680327302,0.03741195680327302,0.0008063213409758114,0.003699154792126085,0.0003100766505710358,0.0001339216928885296,0.0005954828591048268,0.003372478339724669,0.03741195680327302,0.002387414880055506,0.0004964444392563894,0.001189285618705948,0.007195126339027647,0.000174671664360884,0.0004611779475868438,0.002387414880055506,0.0004964444392563894,0.001189285618705948,0.007195126339027647,0.000174671664360884,0.0004611779475868438,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.0009455117552035613,0.004523031432861588,0.002139125308703819,0.0011175848623399267,0.003653427509995343,0.007444179503745987,0.0041122414162858174,0.0041122414162858174,0.003653427509995343,0.0009455117552035613,0.0041122414162858174,0.0041122414162858174,0.03741195680327302,0.00027859041300811154,0.00012354784549892215,0.000676238700565708,0.00355446194072846,0.0019845278047996573,0.0023751067726654725,0.0017645963411476577,0.0024460351154363936,0.03741195680327302,0.021532896674260428,0.0019845278047996573,0.0023751067726654725,0.0017645963411476577,0.0024460351154363936,0.03741195680327302,0.021532896674260428
ccfr_cases_active,0.0008098747091165077,0.03635843949039827,0.03635843949039827,0.001194303747625376,0.005915906058285186,0.0008916952241997627,0.00014539175095906208,0.000625200287592915,0.0025044534358689193,0.03635843949039827,0.0036761352581733057,0.0008182332593621439,0.0010353440286368471,0.011634473194829374,0.00019282908484632966,0.0006822182781901539,0.0036761352581733057,0.0008182332593621439,0.0010353440286368471,0.011634473194829374,0.00019282908484632966,0.0006822182781901539,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.0009188862298702701,0.004395663277641772,0.002078887733883064,0.001086113773904936,0.003550547322429847,0.0072345520835983826,0.003996441070702219,0.003996441070702219,0.003550547322429847,0.0009188862298702701,0.003996441070702219,0.003996441070702219,0.03635843949039827,0.000991151335821111,0.00013381485432638473,0.0009999847122243596,0.005675156319001411,0.002216979959308911,0.0034695188946144246,0.005886075732686809,0.0015362155685683346,0.020926532255474084,0.03635843949039827,0.002216979959308911,0.0034695188946144246,0.005886075732686809,0.0015362155685683346,0.020926532255474084,0.03635843949039827
ccfr_p_cases_infected,0.011491218345423155,0.03067078875752101,0.03067078875752101,0.011982039741027841,0.011742559633427687,0.0016812200772406533,0.0008686809700716594,0.005958654530646195,0.005203930375721711,0.03067078875752101,0.011982039741027841,0.0016812200772406533,0.005722401981315068,0.010681543184054364,0.0013350924611892781,0.004856903425537414,0.011982039741027841,0.0016812200772406533,0.005722401981315068,0.010681543184054364,0.0013350924611892781,0.004856903425537414,0.011615655098260853,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.03067078875752101,0.00198925922090871,0.007216431202660794,0.0016547120803740568,0.004859764161691617,0.01521478020071572,0.019508646388159176,0.007555677813574989,0.01326797141429602,0.01521478020071572,0.00198925922090871,0.007555677813574989,0.01326797141429602,0.03067078875752101,0.0016844971268411709,0.0008679761882134357,0.011967582021516794,0.01172858511787196,0.03067078875752101,0.01869537328234177,0.006040634590597113,8.523741711114442e-05,0.0016269406437225485,0.0018701716840619084,0.03067078875752101,0.01869537328234177,0.006040634590597113,8.523741711114442e-05,0.0016269406437225485,0.0018701716840619084
ccfr_p_cases_infected_low,0.009309761990407804,0.029662639458358668,0.029662639458358668,0.012835714780321266,0.010587603176806631,0.0019172152426249571,0.001156594507163928,0.005787065166403673,0.005153202112401353,0.029662639458358668,0.012835714780321266,0.0019172152426249571,0.005510005623803779,0.01181421661406536,0.0010559051063770092,0.005115271067313589,0.012835714780321266,0.0019172152426249571,0.005510005623803779,0.01181421661406536,0.0010559051063770092,0.005115271067313589,0.011355937558599693,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.029662639458358668,0.003819550933627032,0.006082589561908466,0.008343161808942979,0.011898724279599295,0.017992521752906828,0.01660534924180246,0.010452982613096963,0.01152882035012658,0.017992521752906828,0.003819550933627032,0.010452982613096963,0.01152882035012658,0.029662639458358668,0.0019195248538222069,0.0011548554667109685,0.012828055433031003,0.010581274651706003,0.0180808560744154,0.029662639458358668,0.004809285447925943,0.00030659642551170873,0.0018831395599846893,0.0028305694498271614,0.0180808560744154,0.029662639458358668,0.004809285447925943,0.00030659642551170873,0.0018831395599846893,0.0028305694498271614
ccfr_p_cases_infected_high,0.0023793739947755082,0.03524118403712339,0.03524118403712339,0.003865909918714057,0.004803451491020979,0.004878676384294506,0.0011057877362803616,0.0033114289993157542,0.007947502774165692,0.03524118403712339,0.003865909918714057,0.004878676384294506,0.0033114289993157542,0.004803451491020979,0.0011057877362803616,0.006197786060309534,0.003865909918714057,0.004878676384294506,0.0033114289993157542,0.004803451491020979,0.0011057877362803616,0.006197786060309534,0.010980714360292208,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.03524118403712339,0.008512431303399317,0.008169132870282871,0.01031162402685391,0.00951008850078677,0.008114215811670466,0.007972899888997489,0.004365665255419198,0.002186762294680356,0.008114215811670466,0.008512431303399317,0.004365665255419198,0.002186762294680356,0.03524118403712339,0.004878653430006714,0.0011075554619577326,0.003860175587640387,0.0048074471057216635,0.006940777330222547,0.0057137502478613105,0.03524118403712339,3.771020918237093e-05,0.0016622082810749618,0.005705203002643761,0.006940777330222547,0.0057137502478613105,0.03524118403712339,3.771020918237093e-05,0.0016622082810749618,0.005705203002643761
ccfr_p_cases_daily,6.672003279461823e-05,0.02829638341113842,0.02829638341113842,4.941696112874871e-05,0.00020889315716304176,1.9203494652303515e-05,1.4622411976843793e-05,3.670669054384614e-05,0.0006786302598399237,0.02829638341113842,0.00013854833428132227,3.0492419944816364e-05,7.212084843368452e-05,0.0004009078338528903,2.2024578064681932e-05,2.8322023701505203e-05,0.00013854833428132227,3.0492419944816364e-05,7.212084843368452e-05,0.0004009078338528903,2.2024578064681932e-05,2.8322023701505203e-05,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,0.02829638341113842,1.7272537765407607e-05,1.3559464589211938e-05,4.155947989148721e-05,0.0002011262898521275,7.863868955638224e-05,0.00029247464713795567,3.0278850347779096e-05,0.02829638341113842,0.001850048844743699,0.001195577844914087,7.863868955638224e-05,0.00029247464713795567,3.0278850347779096e-05,0.02829638341113842,0.001850048844743699,0.001195577844914087
ccfr_p_cases_contagious,0.0010893864517303072,0.03741195680327302,0.03741195680327302,0.0008063213409758114,0.003699154792126085,0.0003100766505710358,0.0001339216928885296,0.0005954828591048268,0.003372478339724669,0.03741195680327302,0.002387414880055506,0.0004964444392563894,0.001189285618705948,0.007195126339027647,0.000174671664360884,0.0004611779475868438,0.002387414880055506,0.0004964444392563894,0.001189285618705948,0.007195126339027647,0.000174671664360884,0.0004611779475868438,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.03741195680327302,0.0009455117552035613,0.004523031432861588,0.002139125308703819,0.0011175848623399267,0.003653427509995343,0.007444179503745987,0.0041122414162858174,0.0041122414162858174,0.003653427509995343,0.0009455117552035613,0.0041122414162858174,0.0041122414162858174,0.03741195680327302,0.00027859041300811154,0.00012354784549892215,0.000676238700565708,0.00355446194072846,0.0019845278047996573,0.0023751067726654725,0.0017645963411476577,0.0024460351154363936,0.03741195680327302,0.021532896674260428,0.0019845278047996573,0.0023751067726654725,0.0017645963411476577,0.0024460351154363936,0.03741195680327302,0.021532896674260428
ccfr_p_cases_active,0.0008098747091165077,0.03635843949039827,0.03635843949039827,0.001194303747625376,0.005915906058285186,0.0008916952241997627,0.00014539175095906208,0.000625200287592915,0.0025044534358689193,0.03635843949039827,0.0036761352581733057,0.0008182332593621439,0.0010353440286368471,0.011634473194829374,0.00019282908484632966,0.0006822182781901539,0.0036761352581733057,0.0008182332593621439,0.0010353440286368471,0.011634473194829374,0.00019282908484632966,0.0006822182781901539,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.03635843949039827,0.0009188862298702701,0.004395663277641772,0.002078887733883064,0.001086113773904936,0.003550547322429847,0.0072345520835983826,0.003996441070702219,0.003996441070702219,0.003550547322429847,0.0009188862298702701,0.003996441070702219,0.003996441070702219,0.03635843949039827,0.000991151335821111,0.00013381485432638473,0.0009999847122243596,0.005675156319001411,0.002216979959308911,0.0034695188946144246,0.005886075732686809,0.0015362155685683346,0.020926532255474084,0.03635843949039827,0.002216979959308911,0.0034695188946144246,0.005886075732686809,0.0015362155685683346,0.020926532255474084,0.03635843949039827
